"Patch","Lat","Lon","AREA","Road","X","Y"
"1042",60.14,19.85,1210.848526,1,103.45238666,6688.0478937
"1043",60.15,19.8,18643.72316,1,100.68734036,6689.8190692
"1045",60.16,19.71,1643.191885,1,95.704138012,6691.8732914
"1047",60.24,19.54,3894.985528,1,87.64541931,6701.0060315
"1049",60.24,19.65,3408.634327,1,93.37850506,6701.246168
"1051",60.23,19.59,3331.277215,1,90.322383011,6699.6264212
"1052",60.22,19.66,15722.78589,1,94.012356847,6698.1565348
"1053",60.21,19.67,909.3199393,1,94.478598446,6697.8985007
"1054",60.22,20.09,3660.696201,0,117.59458364,6695.9767091
"1056",60.23,19.69,5192.199126,0,95.502185123,6699.6032926
"1057",60.23,19.69,1952.732585,0,95.484683119,6699.7214958
"1058",60.23,19.69,528.6156162,0,95.518772771,6699.8754701
"1059",60.16,20.26,5370.595923,1,126.56230434,6688.3287404
"1060",60.16,20.26,21216.23838,1,126.29666802,6688.4547475
"1062",60.16,20.27,1818.478676,1,126.77465939,6688.1452184
"1063",60.14,20.27,2030.63081,0,126.62795882,6686.4910127
"1064",60.13,20.26,1463.507446,1,126.14084044,6684.8426346
"1066",60.15,20.23,1752.755526,0,124.52258935,6686.8615212
"1067",60.14,20.23,8722.053947,1,124.4406219,6686.7666496
"1068",60.15,20.23,660.8859534,1,124.74827347,6687.0993044
"1069",60.13,20.24,1871.866127,0,125.07604198,6685.2923162
"1071",60.26,19.71,8931.803634,1,96.940311528,6702.2281135
"1073",60.37,19.86,413.1380634,0,106.80191192,6714.0436054
"1074",60.31,20.02,3120.322695,1,115.03553676,6706.4734864
"1076",60.24,19.84,6214.44342,1,104.21089013,6699.359457
"1077",60.24,19.86,467.7940947,1,104.87248725,6699.2079289
"1078",60.28,20.07,1232.010026,1,117.01986787,6702.4751286
"1079",60.27,20.08,551.9683231,1,117.60360342,6702.0126737
"1080",60.28,20.08,1161.876779,1,117.99034811,6702.5103836
"1081",60.28,20.09,29.452967,1,118.14231437,6702.5798829
"1082",60.26,20.14,6494.687579,0,121.02307667,6700.4113965
"1083",60.26,20.16,4686.125333,1,121.81640804,6700.4845704
"1084",60.22,19.89,6545.045162,1,106.40632663,6696.7808512
"1085",60.14,20.27,1345.122087,1,126.54905654,6686.2496345
"1086",60.14,20.27,18700.71904,1,126.42790834,6686.0696711
"1087",60.22,20.09,1830.515671,0,117.60006879,6695.8763065
"1088",60.03,20.17,2698.050518,1,119.65042357,6674.1766406
"1089",60.22,20.09,1259.45566,0,117.68425088,6695.8174673
"1090",60.22,20.09,12238.21755,1,117.79506333,6695.8230249
"1091",60.22,20.09,2458.84463,1,117.87003773,6696.3790059
"1093",60.22,20.21,6295.21911,1,123.98979075,6694.9812352
"1094",60.22,20.24,9327.015525,1,125.73913723,6695.0705608
"1095",60.22,20.25,6354.791416,1,126.37558997,6694.8828742
"1096",60.18,20.27,10381.09821,1,127.23024891,6690.8900187
"1097",60.19,20.27,15667.15086,1,127.03018748,6691.065279
"1098",NA,NA,NA,0,NA,NA
"1099",60.35,19.99,1291.368056,1,113.55339572,6711.1185108
"1101",60.35,19.97,384.3531386,1,112.66053137,6711.1689538
"1102",60.35,19.97,339.2317387,0,NA,NA
"1103",60.35,19.97,221.5854486,1,NA,NA
"1104",60.33,19.95,2425.856891,0,111.27346396,6709.221778
"1105",NA,NA,79.78718908,1,NA,NA
"1106",NA,NA,NA,0,NA,NA
"1107",60.34,19.96,210.2865274,1,111.92478913,6709.6957247
"1109",60.35,19.97,540.5548363,1,112.24179899,6710.9512708
"1112",NA,NA,NA,0,NA,NA
"1113",60.33,19.95,239.4956956,1,111.21760671,6708.9695014
"1115",60.08,20.26,347.2535459,1,125.4099239,6679.0877706
"1116",60.08,20.26,301.123882,0,125.34774628,6679.1808004
"1117",60.08,20.27,888.5993533,0,125.68154104,6679.3093341
"1118",60.31,20.18,1886.571538,1,123.73320115,6704.9457031
"1120",60.08,20.27,303.5699596,1,125.74125933,6679.3141401
"1121",60.08,20.27,367.2345617,1,125.7053526,6679.351845
"1122",60.08,20.26,821.7845636,1,125.63156722,6679.3890319
"1123",60.08,20.26,169.4798475,1,125.49864724,6679.4254751
"1124",60.08,20.26,163.2875749,0,125.47603581,6679.6401552
"1125",60.08,20.26,2514.761762,1,125.40191237,6679.7506235
"1126",60.08,20.26,206.4973188,1,125.28746079,6679.6105226
"1127",60.08,20.26,1228.016396,0,125.55542444,6679.7199428
"1128",60.08,20.26,353.6261816,0,125.51698056,6679.9873538
"1129",60.08,20.25,662.4522869,1,125.03210944,6679.6225088
"1130",60.08,20.25,472.7410986,1,124.83363934,6679.5813502
"1132",60.08,20.25,89.62351942,0,124.78657651,6679.5884289
"1134",60.08,20.25,760.7499923,1,124.90846926,6679.6209154
"1135",60.09,20.23,1758.970173,1,123.8362883,6680.950226
"1136",59.97,20.18,31.98126859,0,119.84755561,6667.7121208
"1137",59.97,20.18,3577.996536,1,119.71068188,6668.004041
"1140",59.97,20.18,93.86122405,1,119.6843913,6668.0751142
"1141",60.03,20.17,1796.690251,1,119.92591696,6673.9212383
"1142",60.03,20.17,2246.853529,1,119.90632903,6674.0501155
"1143",60.03,20.17,724.9806392,1,119.81706647,6673.9924371
"1144",60.03,20.17,317.8367384,1,119.82313868,6673.9003999
"1145",60.02,20.17,358.0231669,0,119.8074425,6673.8377719
"1146",60.02,20.17,553.1600984,1,119.79320796,6673.7773969
"1147",60.03,20.17,891.5383507,1,119.69516765,6673.9601348
"1149",60.27,20.16,3652.61939,0,121.78339958,6700.7946244
"1150",60.26,20.16,207.819571,1,121.92916114,6700.5432877
"1151",60.27,20.16,230.0051215,0,122.21563516,6700.5875731
"1152",60.02,20.17,455.1230326,0,119.84101443,6673.5061558
"1153",60.02,20.17,756.1771353,1,119.77315762,6673.4331731
"1155",60.03,20.17,893.332477,1,119.76027184,6674.2543944
"1157",60.02,20.18,540.1783939,1,120.10912943,6673.0645089
"1158",60.27,20.12,351.6862097,1,119.77513323,6700.8263556
"1159",60.24,20.08,3797.107634,1,117.48141078,6698.2110567
"1160",60.26,20.14,344.8449452,0,120.54244393,6699.8245743
"1161",60.02,20.17,1030.553142,1,119.53617111,6673.1440418
"1162",60.02,20.17,542.9665633,1,119.58122577,6673.2237245
"1163",60.01,20.17,1205.035303,1,119.44692704,6672.7091373
"1164",60.02,20.16,2810.494128,1,119.24692957,6673.2850582
"1165",60.27,20.16,1039.032382,1,121.85703238,6700.5704714
"1166",60,20.15,134.0344955,1,118.07322193,6670.9002468
"1167",60.01,20.15,91.7252423,1,118.57611135,6671.7997849
"1168",60.01,20.16,30.60616538,1,NA,NA
"1169",60.02,20.16,655.9385483,1,119.24929133,6672.8931906
"1170",60.02,20.16,187.1190722,1,119.17426574,6672.9343339
"1171",60.02,20.16,1458.43412,0,119.14039376,6672.8859744
"1172",60.02,20.16,67.71804252,1,119.08074135,6672.9186534
"1173",NA,NA,NA,0,NA,NA
"1174",60.04,20.18,1694.543814,0,120.47525746,6675.2496348
"1175",60.04,20.18,7630.218916,1,120.36904407,6675.8143735
"1176",60.05,20.17,8146.950883,1,120.22560088,6676.1150018
"1177",60.04,20.17,1969.418798,1,120.21844802,6675.8148146
"1178",60.03,20.18,395.608796,1,120.66536653,6674.8564487
"1179",60.27,20.16,698.9067551,0,121.80545933,6700.8791598
"1180",60.04,20.18,122.2110016,1,120.70200069,6675.3108036
"1181",NA,NA,NA,0,NA,NA
"1182",NA,NA,NA,0,NA,NA
"1183",60.04,20.18,5565.314604,1,120.4748677,6675.8650012
"1184",60.02,20.12,103.6988933,1,117.06586232,6673.8447753
"1186",60.27,20.15,180.8816715,0,121.73878523,6700.8971767
"1187",60.05,20.17,585.2424233,1,120.14787846,6676.1614829
"1188",60.05,20.17,1730.419084,1,120.09488075,6676.2651168
"1189",60.05,20.18,4235.229083,1,120.3965377,6676.129339
"1190",60.27,20.15,1219.033986,0,121.68393163,6700.7872087
"1192",60.04,20.18,23.70346762,0,NA,NA
"1193",60.05,20.18,2874.069997,1,120.32712252,6676.2167794
"1194",60.05,20.18,33.56423252,0,120.56445805,6676.4574597
"1195",60.05,20.18,131.136522,1,120.65475608,6676.4748278
"1196",60.05,20.18,656.3535311,1,120.53777197,6676.3006683
"1197",60.02,20.13,61.52407925,1,117.72374132,6673.1121303
"1198",60.02,20.13,671.3196312,0,117.2672062,6673.0720492
"1199",60.02,20.13,605.9460074,1,117.3461074,6673.1073899
"1200",60.02,20.13,689.8565111,0,117.29280032,6673.3769907
"1201",60.02,20.13,1615.695436,1,117.4109649,6673.4828403
"1202",60.02,20.13,2410.147877,1,117.24492457,6673.8028785
"1203",60.02,20.12,4511.325834,1,116.82453485,6673.7040647
"1204",60.02,20.12,1634.882598,1,116.94000665,6673.7106375
"1206",60.02,20.12,915.4409591,1,117.11638571,6673.9462632
"1207",60.02,20.12,81.61976092,1,117.19628382,6674.0973409
"1208",60.03,20.1,268.710932,1,116.19807859,6675.2974981
"1209",NA,NA,NA,0,NA,NA
"1210",60.04,20.1,1410.477537,1,116.04560273,6675.6938669
"1212",60.05,20.09,558.0396411,1,115.57316082,6677.2685483
"1213",60.06,20.09,625.1953349,1,115.86814231,6677.8386733
"1215",60.06,20.09,92.28576728,1,115.88865584,6677.9769423
"1216",60.07,20.08,310.7000741,1,115.45470545,6678.9856557
"1219",60.06,20.09,2704.331995,1,115.53491429,6678.6160976
"1220",60.05,20.07,1563.704625,1,114.7166065,6676.9919461
"1221",60.08,20.08,2134.824995,1,115.26085456,6680.3535868
"1222",60.08,20.08,4092.154719,1,115.31025602,6680.2863015
"1223",60.17,20.34,1131.459813,1,130.53559257,6688.5706946
"1224",60.17,20.33,1729.370166,1,130.42383609,6688.4997852
"1225",60.16,20.33,550.6017064,1,130.31896718,6688.4675
"1226",60.23,20.78,118.213377,1,156.09571086,6693.7558145
"1227",60.24,20.78,22.94860991,1,156.05534988,6693.8777728
"1228",60.24,20.78,440.3162663,1,156.00298907,6694.0881332
"1229",60.24,20.78,47.45998015,1,155.95524201,6694.2017519
"1230",60.24,20.78,66.2385296,1,155.81364677,6694.7801029
"1231",60.24,20.78,47.7231582,1,155.74367583,6694.9195504
"1232",NA,NA,NA,0,NA,NA
"1233",60.25,20.77,899.3250439,1,155.48248997,6695.1200235
"1234",60.25,20.77,508.6325223,1,155.25014267,6695.1030406
"1235",60.25,20.77,853.7416889,1,155.16496271,6695.1312037
"1236",60.24,20.78,608.2265082,1,156.08245167,6694.7865312
"1237",60.25,20.79,9094.704978,1,156.45285201,6694.8893079
"1238",60.25,20.79,2318.607974,1,156.2755235,6695.0907774
"1239",60.25,20.8,3595.649021,1,157.17125671,6695.5223853
"1240",60.25,20.8,2821.502979,1,156.94384115,6695.2904095
"1241",60.26,20.79,383.388773,0,156.75254761,6696.7003696
"1242",60.26,20.79,118.4769554,0,156.71650647,6696.5778202
"1243",60.26,20.79,34.78926647,0,NA,NA
"1244",NA,NA,186.8039641,0,NA,NA
"1245",60.26,20.79,53.50575197,1,NA,NA
"1246",NA,NA,NA,0,NA,NA
"1247",NA,NA,NA,0,NA,NA
"1248",60.26,20.79,75.29774785,1,156.93365182,6696.4157659
"1249",60.26,20.8,124.4256153,1,157.01100987,6696.3765202
"1250",60.26,20.79,1025.259706,1,156.78667795,6696.0440313
"1251",60.26,20.8,67.89815982,1,157.04768062,6695.9720022
"1252",60.26,20.81,246.4116089,1,157.50286136,6696.1198057
"1253",60.26,20.8,856.8449955,1,157.43619666,6695.9224491
"1255",60.25,20.81,46.88398916,1,NA,NA
"1256",60.25,20.83,7197.446008,1,158.51889434,6695.2840946
"1257",NA,NA,NA,0,NA,NA
"1258",60.26,20.83,327.0925318,1,158.89576656,6696.2588593
"1259",60.26,20.83,2081.869002,1,158.7339414,6696.4310938
"1260",60.26,20.83,56.03335163,0,NA,NA
"1261",NA,NA,134.1389598,1,NA,NA
"1262",60.27,20.83,171.0009213,1,158.87613519,6697.0320291
"1263",60.27,20.83,836.528888,1,158.85710903,6697.1324295
"1264",60.27,20.83,568.012769,1,158.8373698,6697.3684837
"1265",60.27,20.83,483.8484863,1,158.91383434,6697.3504017
"1266",60.27,20.8,668.2251973,0,157.26198094,6697.8896177
"1267",60.27,20.8,1114.401487,1,157.30128685,6697.9284486
"1268",60.28,20.79,120.8912027,1,156.97263976,6699.1326515
"1269",60.26,20.79,4298.107856,1,156.61072963,6696.9739924
"1271",NA,NA,384.3246809,1,NA,NA
"1272",60.27,20.79,125.1722279,1,156.56035269,6697.1192304
"1273",60.27,20.78,44.37125133,0,NA,NA
"1274",60.27,20.77,4742.006625,1,155.8380861,6697.880481
"1275",NA,NA,NA,0,NA,NA
"1276",60.27,20.77,163.5417868,0,155.55764152,6697.508917
"1277",NA,NA,NA,0,NA,NA
"1278",NA,NA,NA,0,NA,NA
"1279",60.27,20.76,2203.679606,1,155.3468588,6697.3230748
"1280",60.27,20.76,2736.998524,1,155.0272366,6697.5152285
"1281",60.27,20.77,508.4530945,1,155.59771057,6697.2134936
"1282",60.26,20.77,41.48989992,0,155.60042669,6696.8118997
"1283",60.26,20.77,92.03707155,1,155.43195213,6696.845775
"1284",60.26,20.77,16.97324767,0,155.51755621,6696.9185879
"1285",60.26,20.77,50.41406894,0,155.57146326,6696.9428922
"1286",60.27,20.79,73.81713758,1,157.06545543,6697.9677998
"1287",60.27,20.79,138.0872182,1,156.75774417,6697.9302954
"1288",60.26,20.78,277.5342071,0,156.10223923,6697.1022876
"1289",60.26,20.78,13.37537716,0,155.99693475,6697.0430778
"1290",60.26,20.77,3343.293655,1,155.84257478,6696.9445423
"1291",60.26,20.77,266.9819675,1,155.70216407,6696.594323
"1292",60.26,20.77,830.0537079,0,NA,NA
"1293",NA,NA,NA,0,NA,NA
"1294",60.26,20.78,324.1182436,1,NA,NA
"1295",60.26,20.78,124.5128056,1,156.20517173,6696.6944687
"1296",60.26,20.78,1281.636363,1,156.10463778,6696.4402511
"1297",60.26,20.79,141.4573194,1,156.4089556,6696.3344569
"1298",60.26,20.78,1098.394891,1,156.25833615,6696.3839691
"1300",60.25,20.79,101.4013027,0,NA,NA
"1301",60.25,20.78,457.70137,1,156.05072366,6695.9357468
"1302",60.25,20.78,195.4186318,1,156.08832345,6695.9337164
"1303",60.26,20.77,15.63489535,0,NA,NA
"1304",60.25,20.77,118.5327962,0,NA,NA
"1305",60.26,20.77,83.50504502,0,155.37410599,6696.116799
"1306",60.25,20.76,1400.684782,1,154.99309106,6695.8406035
"1307",60.25,20.76,77.11055248,1,155.04460209,6695.8175002
"1308",NA,NA,NA,0,NA,NA
"1309",60.25,20.77,172.3032782,0,155.38596977,6695.6848538
"1310",60.25,20.77,141.0657599,0,NA,NA
"1311",60.25,20.76,197.6837401,0,155.17738638,6695.8108258
"1312",NA,NA,NA,0,NA,NA
"1313",60.26,20.76,132.3060397,0,155.04297005,6696.7150013
"1314",60.26,20.76,54.56076069,0,155.00954725,6696.6924638
"1315",60.26,20.76,70.65124028,0,NA,NA
"1316",60.26,20.76,20.13638399,0,155.23303691,6696.5337598
"1317",60.26,20.76,44.90330301,0,155.19652874,6696.4251411
"1318",NA,NA,NA,0,NA,NA
"1319",60.26,20.76,73.63721316,1,154.91101704,6696.2142361
"1320",60.25,20.76,48.25670622,0,154.71020798,6696.145537
"1321",60.25,20.76,1938.135081,1,155.01333536,6695.2198815
"1322",60.22,20.69,128.2223522,0,150.65138703,6692.1866878
"1323",60.22,20.69,553.0016684,1,150.58692007,6692.1173023
"1324",60.22,20.69,52.0077342,1,NA,NA
"1325",60.22,20.7,57.11861829,1,151.12710608,6692.4283038
"1326",60.21,20.69,370.2469918,1,150.64097559,6692.0017948
"1327",60.21,20.69,52.52184959,1,150.63602641,6691.9233944
"1328",60.21,20.69,1363.904355,1,150.63636773,6691.5880202
"1329",60.21,20.69,370.8070379,1,150.55415327,6691.3412963
"1331",60.21,20.69,329.6448108,0,150.44510031,6691.2220974
"1332",60.21,20.69,651.7444406,1,150.47563427,6691.0771684
"1333",60.21,20.69,121.0243846,0,150.61275731,6691.0532891
"1334",60.2,20.69,4363.429478,1,150.78890317,6690.588554
"1335",60.2,20.69,352.5912496,1,150.64439586,6690.4128554
"1336",60.2,20.69,133.1906235,1,150.58408914,6690.3818928
"1337",60.2,20.69,602.3219913,1,150.55368329,6690.1913839
"1338",60.2,20.69,125.7756971,1,150.55313065,6690.2983491
"1339",60.2,20.7,25.52231233,0,150.91634726,6690.5268093
"1340",60.2,20.7,28.3691759,1,NA,NA
"1341",60.2,20.69,184.2077617,1,150.74535032,6690.3893364
"1342",60.2,20.7,10774.95999,1,150.96764916,6690.3288338
"1343",60.2,20.7,597.2636092,0,151.07967142,6690.3749777
"1345",60.2,20.7,3528.235686,1,150.86243551,6689.9418815
"1346",60.2,20.7,331.9346962,1,150.91106954,6690.0452685
"1347",NA,NA,NA,0,NA,NA
"1348",60.2,20.7,546.3621428,1,151.26980906,6689.8650661
"1349",60.2,20.7,1147.100435,1,151.14724899,6689.8246275
"1350",60.2,20.7,4100.234802,1,151.07136667,6690.7413032
"1351",NA,NA,48.86125504,1,NA,NA
"1352",60.21,20.7,615.3478936,1,151.1347326,6690.9132922
"1353",60.21,20.7,2636.269177,1,151.43265205,6691.447697
"1354",NA,NA,1568.207582,1,156.65139525,6707.9403861
"1355",NA,NA,139.3462814,1,156.61911291,6707.8316077
"1356",NA,NA,NA,0,NA,NA
"1357",NA,NA,83.6807011,1,156.05838151,6706.5087964
"1358",NA,NA,422.3871828,1,156.5044558,6705.9208115
"1359",NA,NA,18.59286442,0,156.49317735,6704.6594027
"1360",NA,NA,72.77290794,1,156.53093533,6704.5897502
"1361",NA,NA,736.7708249,1,156.40406736,6705.4618569
"1362",60.09,20.03,533.4479939,1,112.52986509,6681.3505325
"1363",60.08,20.02,77.76368273,1,112.29630711,6681.302041
"1364",60.08,20.02,223.2753715,1,112.39320284,6681.1441926
"1365",60.08,20.01,540.2165053,1,111.50941688,6680.7892484
"1366",60.08,20.01,1614.508333,1,111.34897925,6680.7994251
"1367",60.08,19.98,734.6542023,0,109.89786392,6680.538941
"1368",60.08,20,324.6787494,1,110.87445169,6680.8936352
"1369",60.08,20,748.8877604,0,111.00024505,6680.8774212
"1370",60.08,20.01,6670.443634,1,111.36449604,6680.8838549
"1371",60.08,20,328.2671422,1,111.20308997,6681.0425346
"1372",60.07,20.03,247.8740348,1,112.62776197,6679.4971298
"1373",60.07,20.02,502.479471,1,111.85073688,6679.4495821
"1374",60.07,20.02,412.4133968,1,111.81350201,6679.4064268
"1375",60.07,20.03,1344.104451,1,112.6092356,6679.9557209
"1376",NA,NA,NA,0,NA,NA
"1377",60.35,19.96,21746.37354,1,111.65495159,6710.6547421
"1378",60.34,20.01,965.4133194,0,114.32945663,6709.2299308
"1379",60.35,20,715.2454697,1,114.16323781,6710.8693523
"1380",60.35,20,6090.155942,1,113.96407403,6710.8601099
"1381",60.35,20,7498.174362,1,114.10849098,6711.0758227
"1383",NA,NA,NA,0,NA,NA
"1384",60.35,19.99,6491.064587,1,113.86997489,6711.0306181
"1385",60.35,19.99,1448.220054,1,113.67642122,6711.0006902
"1386",60.36,19.98,3465.357973,1,113.21012972,6711.7003727
"1387",60.36,19.98,9617.135137,1,112.9413037,6711.7252087
"1389",60.35,19.97,375.4587602,0,112.46354237,6711.1562387
"1390",NA,NA,NA,0,NA,NA
"1391",60.35,19.96,10742.85804,1,112.09683114,6710.8719521
"1393",60.35,19.96,11854.93414,1,111.9125252,6710.7470087
"1394",60.34,19.97,168.3563368,0,112.70553069,6710.2091398
"1395",60.34,19.97,569.5057578,1,112.60401613,6710.0050307
"1397",60.34,19.97,2042.09577,1,112.26589258,6709.8570292
"1398",60.34,19.96,15514.57491,1,112.05986407,6709.8291269
"1399",NA,NA,NA,0,NA,NA
"1400",60.34,19.96,179.9819457,1,111.93644774,6709.4818835
"1401",60.34,19.96,88.12174276,1,111.94716662,6709.5637627
"1402",60.34,19.96,16200.60562,1,111.78255251,6709.9758293
"1403",60.34,19.96,50.34084656,1,111.90487727,6709.7733576
"1404",60.34,19.97,344.3515614,1,112.19043898,6710.3110229
"1405",60.35,19.97,424.0589837,1,112.2292265,6710.6264857
"1406",60.35,19.97,5546.961813,1,112.26763815,6710.5848049
"1408",60.34,19.95,5495.116281,1,111.54034134,6710.2830437
"1409",NA,NA,NA,0,NA,NA
"1410",60.36,19.94,133.9632146,1,111.04223196,6712.2423132
"1411",NA,NA,55.17786793,0,NA,NA
"1412",60.36,19.94,5069.119071,1,111.21860931,6711.9455093
"1413",60.36,19.94,4701.627954,1,111.05663598,6712.0288188
"1414",60.34,19.94,143.0283042,0,110.98258618,6710.1290393
"1415",NA,NA,452.9903053,1,NA,NA
"1416",60.34,19.94,392.4995574,1,110.89582538,6709.6405157
"1417",60.33,19.94,1558.874562,1,110.77354767,6709.248244
"1418",NA,NA,NA,0,NA,NA
"1420",60.33,19.95,103.9455235,1,111.16111064,6708.9676606
"1421",NA,NA,NA,0,NA,NA
"1422",NA,NA,NA,0,NA,NA
"1423",60.33,19.95,6179.946509,1,111.35088442,6709.0295355
"1424",60.32,19.95,1556.213407,1,110.87596363,6708.2527887
"1425",NA,NA,631.0786605,0,143.22661193,6679.2012683
"1427",NA,NA,416.6655035,0,144.23160297,6679.7246781
"1428",NA,NA,112.4097582,0,144.10476632,6680.101081
"1429",NA,NA,1708.128734,0,143.35769393,6679.4305558
"1430",60.14,20.67,187.4941875,1,148.94945508,6684.3180814
"1431",60.14,20.67,2000.114079,1,148.84390943,6684.1650598
"1432",60.14,20.66,1238.181271,1,148.21973823,6684.2805268
"1433",60.14,20.66,176.3003651,1,148.06488128,6684.3844559
"1434",60.14,20.66,1119.625414,0,NA,NA
"1435",60.14,20.64,6213.474694,1,146.95797327,6683.9282618
"1436",60.14,20.66,4912.881924,1,148.17629668,6683.5670011
"1437",60.14,20.67,2022.608979,1,148.93465646,6683.4254347
"1438",60.13,20.68,2358.911732,1,149.18853599,6683.0383592
"1439",60.14,20.67,19811.04229,1,148.66980717,6683.4485555
"1440",60.13,20.66,1342.604074,1,148.34321435,6683.1517562
"1442",60.13,20.65,1223.356171,1,147.81223112,6682.9204196
"1443",60.13,20.66,6528.122286,1,148.06966184,6683.1342935
"1444",60.13,20.68,1916.003488,1,149.0274869,6683.0701874
"1445",60.12,20.68,740.1309313,1,149.22579959,6681.3085559
"1446",NA,NA,1044.832081,0,NA,NA
"1447",NA,NA,3374.321356,0,NA,NA
"1448",NA,NA,4601.531934,0,NA,NA
"1449",NA,NA,2592.873303,0,NA,NA
"1450",NA,NA,2965.115767,0,NA,NA
"1451",NA,NA,5553.259879,0,NA,NA
"1452",NA,NA,2096.946536,0,NA,NA
"1453",NA,NA,4116.601261,0,NA,NA
"1454",NA,NA,6178.155993,0,NA,NA
"1455",NA,NA,718.0246678,0,NA,NA
"1456",NA,NA,865.8481558,0,NA,NA
"1457",NA,NA,701.9367142,0,NA,NA
"1458",NA,NA,4251.19462,0,NA,NA
"1459",NA,NA,3713.720602,0,NA,NA
"1460",NA,NA,3066.720841,0,NA,NA
"1461",NA,NA,1922.691802,0,NA,NA
"1462",NA,NA,458.9636422,0,NA,NA
"1463",NA,NA,728.3534532,0,NA,NA
"1464",NA,NA,661.1002941,0,NA,NA
"1465",NA,NA,268.4323673,0,NA,NA
"1466",NA,NA,422.5227589,0,NA,NA
"1467",NA,NA,2292.555163,0,NA,NA
"1468",NA,NA,3329.669668,0,NA,NA
"1469",NA,NA,649.2918232,0,NA,NA
"1470",NA,NA,3074.409404,0,NA,NA
"1471",NA,NA,978.5073519,0,NA,NA
"1472",NA,NA,515.8009756,0,NA,NA
"1473",NA,NA,436.3839309,0,NA,NA
"1474",NA,NA,1657.342113,0,NA,NA
"1475",NA,NA,586.1368129,0,NA,NA
"1476",NA,NA,3098.541334,0,NA,NA
"1477",NA,NA,447.6774134,0,NA,NA
"1478",NA,NA,2139.538269,0,NA,NA
"1479",NA,NA,4179.21227,0,NA,NA
"1480",NA,NA,1811.25117,0,NA,NA
"1481",NA,NA,331.8267386,0,NA,NA
"1482",NA,NA,784.0592623,0,NA,NA
"1483",NA,NA,513.1317389,0,NA,NA
"1484",NA,NA,846.4381631,0,NA,NA
"1485",NA,NA,1148.874285,0,NA,NA
"1486",NA,NA,1054.319476,0,NA,NA
"1487",NA,NA,659.0403397,0,NA,NA
"1488",NA,NA,5537.302486,0,NA,NA
"1489",NA,NA,348.393414,0,NA,NA
"1490",NA,NA,644.0113769,0,NA,NA
"1491",NA,NA,2550.832825,0,NA,NA
"1492",NA,NA,2540.707134,0,NA,NA
"1493",NA,NA,287.2330779,0,NA,NA
"1494",NA,NA,252.3008934,0,NA,NA
"1495",NA,NA,313.3451759,0,NA,NA
"1496",NA,NA,423.7703369,0,NA,NA
"1497",NA,NA,2651.277362,0,NA,NA
"1498",NA,NA,286.7688628,0,NA,NA
"1499",NA,NA,3456.864599,0,NA,NA
"1500",NA,NA,2848.307649,0,NA,NA
"1501",NA,NA,1542.325574,0,NA,NA
"1502",NA,NA,542.6674231,0,NA,NA
"1503",NA,NA,603.740719,0,NA,NA
"1504",NA,NA,434.8824853,0,NA,NA
"1505",NA,NA,815.8579948,0,NA,NA
"1506",NA,NA,683.0924834,0,NA,NA
"1507",NA,NA,1264.05765,0,NA,NA
"1508",NA,NA,239.3899116,0,NA,NA
"1509",NA,NA,509.3599914,0,NA,NA
"1510",60.26,20.19,4355.96024,1,123.79828562,6699.2649171
"1512",60.25,20.22,562.7224964,1,125.30259442,6698.0015914
"1513",60.21,20.21,18210.50028,1,124.26251452,6694.5262469
"1514",60.14,20.67,1459.946038,1,148.77683965,6683.3568995
"1515",60.15,19.84,56.23525297,1,103.17289166,6690.0802187
"1516",60.1,19.75,1413.831509,0,97.440102244,6684.3763864
"1518",60.19,19.8,438.2644247,1,101.2775781,6694.2600737
"1519",60.2,19.74,235.5073331,0,97.853153532,6696.0411361
"1520",60.09,19.92,538.3978573,0,106.68688705,6682.2935167
"1521",60.07,20.2,910.2364773,1,122.17035425,6678.9490832
"1522",60.08,20.2,2758.0482,1,122.1676895,6679.4207474
"1525",NA,NA,NA,0,NA,NA
"1526",60.1,20.26,1265.714457,1,125.43267693,6681.4300808
"1527",60.08,20.27,715.0474309,0,125.78878986,6679.2806516
"1528",60.11,20.51,187.332757,1,139.399261,6680.9108386
"1529",60.2,20.7,3474.332495,1,151.04939181,6689.9027595
"1530",NA,NA,33.11405992,0,156.57440401,6704.6090793
"1532",60.04,20.17,6095.960319,1,120.01209174,6675.2024036
"1533",60.01,20.18,894.57627,1,120.35971839,6672.3806428
"1534",60.07,20.09,3130.29621,1,115.58391445,6679.1232267
"1535",60.06,20.06,2419.923314,1,113.9379201,6678.8736475
"1536",60.07,20.07,2811.983247,1,114.54102528,6678.9598028
"1537",60.07,20.07,8669.745018,1,114.85463713,6679.0990597
"1538",60.08,20.11,678.3801109,1,117.30928788,6680.0994987
"1539",60.07,20.13,1055.855224,1,118.2084518,6679.5743782
"1541",60.12,20.24,2772.275065,1,124.75225821,6684.1446465
"1542",60.24,20.2,1346.798015,1,123.70934452,6697.900415
"1543",60.23,20.18,655.6210088,1,122.52884206,6696.4908934
"1547",60.23,19.83,5115.047326,1,103.60438155,6698.8515773
"1549",60.27,20.09,7235.548714,0,118.4692238,6701.8921197
"1550",60.22,20.2,3014.078054,1,123.89777016,6695.4029219
"1551",60.22,20.2,2314.196128,1,123.90799971,6695.5442732
"1552",60.22,20.21,2513.259571,0,124.03670652,6695.6979227
"1553",60.13,20.26,2315.036911,1,125.92317295,6684.5405398
"1554",60.1,20.01,195.2371231,1,111.63497929,6683.5012548
