"Patch","Lat","Lon","AREA","Road","X","Y"
"1",60.33,19.76,2381.477679,1,100.50252804,6709.6465055
"2",60.32,19.77,643.9975918,1,101.19569686,6709.1671822
"3",60.31,19.77,303.4797586,0,100.93197636,6708.1353502
"4",60.31,19.78,9371.804309,1,101.3531481,6707.6639977
"5",60.31,19.78,1417.37462,1,101.43748571,6707.3365548
"6",60.31,19.78,2719.52203,1,101.62265986,6707.3892653
"7",60.31,19.78,1184.349528,1,101.56941008,6707.3612066
"8",60.31,19.78,6803.78243,1,101.5815663,6707.2474565
"9",60.31,19.78,236.4920856,0,101.78820257,6707.4132881
"10",60.31,19.78,7292.413186,1,101.76638358,6707.5752165
"11",60.31,19.78,176.7218004,1,101.73999809,6707.7862402
"12",60.31,19.78,891.2054342,1,101.52831502,6707.3551088
"13",60.3,19.8,1299.022263,1,102.41751105,6707.0218939
"14",NA,NA,NA,0,NA,NA
"15",60.3,19.79,1639.189096,1,101.90976089,6706.4604909
"16",60.3,19.78,95.69251668,1,101.73360281,6706.6813699
"17",60.3,19.78,6524.114398,1,101.51431292,6706.9255542
"19",NA,NA,NA,0,NA,NA
"20",60.26,19.75,820.4394608,1,99.269229231,6702.4128619
"21",60.26,19.74,3772.468584,1,98.791774492,6702.1212042
"23",60.25,19.74,819.775349,1,98.741172427,6701.4303535
"24",60.25,19.74,2422.290263,1,98.710132437,6701.6668881
"25",60.25,19.74,597.3787736,1,98.698171732,6701.8558211
"27",60.26,19.73,5808.210755,1,98.423968808,6702.7111645
"29",60.25,19.73,10076.17733,1,98.319681198,6701.8301679
"30",60.25,19.73,317.1851602,1,98.321968404,6701.9393033
"31",60.26,19.73,50.29606155,1,98.368174927,6702.0014457
"32",60.25,19.73,2507.772231,1,98.346814055,6701.6086988
"33",60.26,19.73,313.8851645,1,98.23173451,6702.1079595
"34",NA,NA,NA,0,NA,NA
"35",NA,NA,2343.321483,1,NA,NA
"36",60.26,19.71,6762.739989,1,97.121095382,6702.8524627
"38",60.27,19.68,202.2102897,1,95.561835569,6704.2670391
"39",60.26,19.71,2014.603652,0,97.104318913,6702.7201172
"40",60.26,19.71,154.5606426,0,96.901219402,6702.8750581
"41",60.26,19.71,40167.96382,1,96.871695977,6702.6589476
"42",60.26,19.71,2801.886,1,97.240898793,6702.6032153
"43",60.26,19.71,814.34396,1,96.974547016,6702.5672256
"44",60.29,19.66,1092.227679,1,94.83827344,6706.2008884
"45",60.29,19.66,477.6078817,1,94.847562925,6706.066306
"46",60.28,19.67,1298.517716,1,95.020933549,6705.4745725
"47",60.27,19.68,888.9105999,1,95.53640642,6704.1526741
"48",60.25,19.7,655.8857074,0,96.289005957,6701.9337328
"49",60.25,19.7,2500.895562,1,96.303501974,6702.1669352
"50",60.25,19.7,3221.837462,0,96.253922414,6702.0602272
"51",60.26,19.7,1678.481076,1,96.371294896,6702.3704668
"52",60.26,19.7,633.5215299,0,96.666564777,6702.3450889
"54",60.26,19.7,4707.487382,1,96.706081744,6702.4645502
"55",60.26,19.71,319.5340945,0,97.083626813,6702.2847658
"56",60.26,19.71,183.871976,0,97.038089556,6702.2620681
"57",60.25,19.71,1835.075581,1,96.96580953,6702.0910626
"58",60.25,19.71,81.98158686,0,96.995594245,6701.9460967
"59",60.25,19.73,1835.094422,0,98.208006751,6701.3274298
"60",60.25,19.73,1723.0367,0,98.109653677,6701.3136518
"61",60.25,19.74,2809.411109,0,98.383715966,6701.2245139
"63",60.25,19.74,2934.308466,0,98.40699737,6701.3652161
"65",60.24,19.74,3636.541655,1,98.810222762,6700.4250626
"68",60.24,19.75,2890.055502,1,98.959189516,6700.4553512
"70",60.36,19.76,1934.697885,1,100.97907132,6713.756097
"71",60.36,19.76,1858.35407,1,100.93754987,6713.8693058
"72",60.37,19.75,1294.871162,1,100.80345567,6714.0930098
"73",60.37,19.75,1725.362322,1,100.47161062,6714.1705339
"74",60.37,19.76,5560.303229,1,101.20835269,6714.3946823
"75",60.37,19.79,2618.407422,1,102.77195291,6713.8732925
"76",60.36,19.79,133.3890174,1,102.82938145,6713.685745
"77",60.33,19.79,6613.501412,1,102.5431154,6710.2373243
"79",60.33,19.8,11529.11936,1,103.0303966,6710.3644951
"80",60.37,19.8,9275.068749,1,103.35187166,6714.2653613
"81",60.37,19.79,3051.909005,1,103.07473511,6714.3524473
"83",60.37,19.8,4217.337339,1,103.53560579,6714.251486
"84",60.4,19.77,2561.05481,1,102.10157952,6717.6318615
"85",60.36,19.85,2662.923914,1,106.14330839,6713.2979103
"86",60.37,19.85,627.0346149,1,105.99591151,6714.0220942
"87",60.36,19.84,7631.704202,1,105.71868237,6713.2726735
"88",60.35,19.84,1897.716689,0,105.44220715,6712.1202899
"89",60.35,19.84,474.1018221,1,105.15716483,6711.7702229
"90",60.35,19.84,4384.870464,1,105.45544604,6711.7382349
"91",NA,NA,100061.5261,0,NA,NA
"93",60.33,19.86,23365.36251,1,106.07335183,6709.482235
"94",60.36,19.88,7249.684144,1,107.67214443,6712.2817572
"96",60.36,19.88,1026.57278,1,107.81360127,6712.5877792
"97",60.36,19.89,702.8230853,1,108.14165685,6713.224293
"98",60.36,19.88,347.7628803,1,108.01987148,6713.2041129
"99",60.37,19.89,144.8143313,1,108.25877416,6713.2908082
"102",60.37,19.89,366.204835,1,108.19445127,6713.4739733
"103",60.37,19.89,732.2865067,1,108.3993947,6713.5091765
"104",60.37,19.89,2106.980247,1,108.17118684,6713.7498313
"105",60.37,19.89,3020.063645,0,108.50138627,6713.4471294
"107",60.37,19.89,298.3642004,1,108.48168653,6714.2598838
"108",60.38,19.89,1378.932767,1,108.38153399,6714.3855497
"109",60.38,19.89,276.5129703,1,108.40979065,6714.5000272
"110",60.38,19.89,3021.978486,1,108.23081027,6714.7908082
"111",60.38,19.88,1158.797146,0,108.03062505,6715.3904307
"112",60.37,19.88,34.77001964,1,108.10678056,6714.2456286
"113",60.38,19.88,374.3857167,1,107.79442102,6715.0935803
"114",60.38,19.88,2140.308637,1,107.72585862,6714.9315523
"115",60.37,19.87,466.1558962,1,107.25597235,6713.5216647
"116",60.37,19.87,619.2144535,1,107.29240201,6713.7098746
"117",60.37,19.87,3824.089559,1,107.29417164,6713.9729421
"118",60.33,20.02,2068.874742,1,115.23286408,6708.33926
"119",60.32,20.02,2022.404993,1,114.96300258,6707.98896
"120",60.33,20.02,537.0882439,1,114.77389192,6708.5995069
"121",60.31,19.78,246.342982,0,101.49177181,6707.3604891
"122",60.32,20,6206.483292,1,113.70748371,6707.7459619
"123",60.32,19.98,5488.229025,1,112.79980837,6707.2563288
"124",60.31,20.02,5333.153411,1,114.9697908,6706.6996192
"125",60.3,20,1173.664915,1,113.49450195,6705.2841815
"126",60.29,20.03,1469.915578,1,115.36384775,6704.2360828
"127",60.29,19.99,5792.661303,1,112.61234739,6704.0708403
"128",60.28,19.99,284.2642887,1,112.81706071,6703.4205285
"129",60.27,20.01,1879.304653,1,113.89028323,6702.1183671
"130",60.27,19.68,435.8059298,0,95.406739869,6703.699618
"131",60.31,19.83,610.670582,1,104.26351975,6707.9463394
"132",60.27,19.93,15027.7926,1,109.59134396,6702.48072
"133",60.28,19.91,1894.502053,1,108.14093218,6703.6853382
"134",60.28,19.9,5431.047227,1,108.00639987,6703.6773145
"135",60.28,19.91,3263.698449,1,108.10346359,6703.1724524
"136",60.23,19.95,13806.64041,0,110.18677236,6698.3241902
"137",60.24,19.94,260.6872913,1,109.29282244,6698.9461939
"138",60.24,19.94,635.5516651,1,109.28627338,6698.849019
"139",60.24,19.94,569.2864404,1,109.27208093,6698.712843
"140",NA,NA,NA,0,NA,NA
"141",60.24,19.97,841.9002188,1,111.12003321,6698.7266347
"142",60.24,19.96,564.2939886,1,110.89115025,6699.2594687
"143",60.24,19.96,194.7617602,0,110.72252004,6699.3720389
"144",NA,NA,NA,0,NA,NA
"145",60.25,19.95,2085.48782,1,110.20110243,6699.9165354
"147",60.25,19.95,547.755058,0,110.13472841,6700.0374698
"148",60.25,19.95,344.025693,1,110.46761543,6700.4282276
"149",60.26,19.94,17968.36426,1,109.80391532,6701.634979
"150",NA,NA,33.78242169,0,NA,NA
"152",60.26,19.93,1590.108396,1,109.49018748,6701.7026794
"153",60.26,19.93,2566.619516,1,109.53208195,6701.8065534
"154",60.25,19.93,3999.546312,1,109.3206945,6700.5624509
"155",60.26,19.93,221.4753671,1,NA,NA
"156",60.26,19.94,1110.620274,1,109.78103296,6701.1495517
"157",60.26,19.92,566.1241662,1,108.71276019,6701.1977212
"158",60.25,19.91,1306.20853,1,108.29195895,6700.5827405
"159",60.32,20.08,3438.139928,1,118.21948287,6707.4510705
"161",60.24,20.02,3973.630551,1,113.86687056,6698.3990888
"162",60.24,20.02,1072.508023,1,113.95507845,6698.4870647
"163",60.25,20.04,1125.572159,1,115.38210687,6699.1050274
"164",NA,NA,NA,0,NA,NA
"165",60.26,20.06,5702.07677,1,116.64525238,6700.9427675
"166",60.28,20.05,531.1016984,1,116.20245386,6702.2908679
"167",60.27,20.06,1006.99448,1,116.65525571,6702.2015029
"168",60.32,20.07,21459.90619,1,117.48230907,6706.883894
"169",60.28,20.07,3018.369613,1,117.38112187,6702.3488075
"170",60.24,20.03,747.9998404,1,114.35441714,6698.8866821
"171",NA,NA,338.7379411,1,NA,NA
"172",60.27,20.04,1209.29258,1,115.51446368,6702.154303
"173",60.27,20.04,601.1874975,1,115.49105835,6702.099641
"174",60.27,20.04,756.7792854,1,115.29924464,6701.8877271
"175",60.27,20.04,1057.813634,1,115.23419773,6701.9034276
"176",60.27,20.04,256.9837112,0,115.23663807,6701.6898636
"177",60.27,20.04,675.2984089,0,115.45017253,6702.196297
"178",60.27,20.04,36.72873779,0,115.30337645,6701.7188641
"179",60.27,20.08,86.28871864,1,117.439688,6702.1009282
"180",60.27,20.08,1940.773907,1,117.78746495,6701.8916288
"181",60.27,20.07,220.6891432,1,117.31032401,6701.9503307
"182",60.27,20.07,1431.567454,1,117.31471917,6701.8645648
"183",60.27,20.05,567.1340182,1,115.7296515,6701.2754264
"184",60.27,20.05,5081.935799,1,115.84508915,6701.3892808
"185",60.27,20.06,277.1456575,0,116.47689684,6702.1260645
"186",60.27,20.05,3325.263542,1,115.81597261,6701.2072222
"187",60.28,20.07,6348.444724,1,117.36775876,6702.5077332
"189",60.28,20.08,537.4608292,1,117.65899136,6702.4816742
"190",60.28,20.08,1201.479933,1,117.90570918,6702.4026403
"191",60.28,20.09,2327.097093,1,118.14186117,6702.5190827
"192",60.28,20.09,941.3928392,1,118.52409288,6702.4430594
"193",60.28,20.1,4075.450164,1,118.61016932,6702.4744832
"194",NA,NA,866.5490359,0,NA,NA
"195",60.3,20.14,13983.0179,1,121.35841779,6704.0854059
"196",60.26,20.12,429.3534305,1,119.97339323,6700.6170279
"197",60.25,20.12,230.5441556,1,119.82399809,6699.6289994
"198",60.23,20.04,66.09453552,1,115.22909046,6697.617191
"199",60.24,20.03,1087.720871,1,114.7244287,6698.2681234
"200",60.24,20.04,445.8948391,1,114.91158549,6697.9254686
"201",NA,NA,NA,0,NA,NA
"202",60.24,20.07,723.6011918,1,116.79039861,6698.2694642
"204",60.24,20.09,126.391054,0,117.63519722,6697.7300326
"205",60.24,20.08,846.3658085,1,117.22834119,6698.7000111
"206",60.25,20.08,837.7117073,1,117.23714357,6698.8240681
"207",60.25,20.08,635.8666472,1,117.39881714,6699.0595507
"208",60.23,20.07,3394.299026,1,116.91507276,6697.6539981
"209",60.21,20.05,11810.73329,1,115.2842832,6695.2772904
"210",60.21,20.05,606.9133462,1,114.95552436,6694.6140065
"211",60.24,20.09,6280.947829,1,117.71162881,6698.2898756
"212",60.25,20.11,1240.509774,1,119.23431259,6699.1798348
"213",60.26,20.13,470.7581265,1,120.22709609,6699.7808195
"214",60.26,20.15,1502.706921,1,121.16555116,6700.4678238
"215",60.26,20.15,446.4182771,0,121.21525141,6700.4115611
"216",60.2,20.09,2240.485379,1,117.21674195,6694.1706789
"217",60.2,20.09,5695.840192,0,117.17531093,6693.9958882
"218",60.23,20.1,65.07410497,0,118.05621259,6696.5302473
"219",60.22,20.12,22571.23641,1,119.31249188,6695.846053
"222",60.24,20.12,181.012525,1,119.44786442,6697.7087131
"223",60.24,20.12,692.6178493,1,119.45174658,6697.8234916
"224",60.22,20.13,3232.852732,0,119.82613436,6695.4106645
"225",NA,NA,NA,0,NA,NA
"226",60.2,20.15,822.3622704,1,120.6524559,6693.0743348
"227",NA,NA,NA,0,NA,NA
"228",60.22,20.17,8182.065891,1,121.8916619,6695.7244726
"229",60.22,20.16,3637.791852,1,121.60793885,6695.8017782
"231",60.22,20.16,3700.387802,1,121.51411119,6696.0080537
"233",60.25,20.21,772.9469855,0,124.539685,6698.1209691
"235",60.25,20.21,214.3217855,1,124.49923817,6698.0536366
"236",60.24,20.19,1787.907849,1,123.22129299,6697.9498164
"237",60.23,20.2,11826.34748,1,123.80729446,6696.5314831
"238",60.23,20.2,3135.320125,1,123.64744146,6696.9087474
"239",60.24,20.19,3060.899543,1,123.52430072,6697.1854614
"240",60.23,20.19,2836.038691,1,123.25173339,6696.9619895
"241",60.24,20.19,258.0911261,1,123.41256088,6697.2955247
"242",60.24,20.19,3927.393787,1,123.24195904,6697.0894887
"243",60.24,20.17,489.1466781,1,122.36183852,6697.9230011
"244",60.24,20.18,320.3119353,1,122.80457279,6697.3980845
"246",60.23,20.18,117.9402177,1,122.61677298,6696.3718728
"247",60.23,20.18,749.716972,1,122.56881959,6696.4125162
"248",60.23,20.18,334.4299611,1,122.72038781,6696.2632022
"249",60.23,20.18,385.2754865,0,122.3743844,6696.1137587
"250",60.22,20.17,2081.672766,1,122.25697831,6696.0170305
"251",60.22,20.18,786.3647344,1,122.43721889,6695.4439935
"252",60.22,20.18,560.9537344,1,122.35335469,6695.3040732
"253",60.22,20.18,348.9723207,1,122.35688587,6695.2158605
"254",60.22,20.18,796.5684503,1,122.30541105,6695.0380198
"258",60.22,20.18,107.6688538,0,122.7009571,6695.4111874
"260",60.22,20.18,1571.271429,1,122.54623445,6695.6717727
"262",60.22,20.18,4385.370009,1,122.67103649,6695.5905886
"263",60.22,20.19,333.9393635,0,123.05814426,6695.4297835
"264",NA,NA,NA,0,NA,NA
"265",60.22,20.19,6436.421189,1,123.06321997,6695.1456716
"266",60.21,20.19,946.242727,0,123.19077757,6694.7795836
"269",60.21,20.2,5252.703322,1,123.62713797,6694.757959
"270",60.22,20.2,4151.451608,1,123.84625532,6694.7536356
"271",60.22,20.21,11749.3815,1,124.20663887,6695.2304371
"272",60.22,20.2,3316.691521,0,123.97398044,6695.5410181
"273",60.21,20.21,21989.03681,1,124.42369244,6694.567304
"274",60.26,20.17,95.26052492,1,122.53047798,6699.6977763
"275",60.21,20.23,1021.198629,1,125.0074264,6694.1859844
"276",60.21,20.23,11727.47816,1,125.21176366,6694.1333774
"278",60.21,20.23,8746.324829,1,125.39935045,6694.1778279
"279",60.21,20.24,8474.451678,1,125.63650895,6694.3398328
"282",60.21,20.24,29030.62528,1,125.81014149,6694.4882386
"283",60.21,20.26,5152.127642,1,126.59601631,6693.6147064
"284",60.21,20.27,1568.966227,1,127.38748693,6693.8193724
"285",60.22,20.26,2259.020339,1,127.12377116,6694.4195193
"287",60.24,20.37,1688.293123,1,133.45799169,6696.8419498
"288",60.24,20.37,463.3337803,1,133.51370991,6696.8897919
"289",60.21,20.38,107.6187078,0,133.53697173,6693.5545393
"290",60.22,20.38,2961.277763,1,133.8032218,6694.8035909
"291",60.23,20.38,2200.92114,0,133.85999574,6694.9195229
"292",60.26,20.37,3525.858405,1,133.46964951,6699.1612878
"293",60.16,19.84,2548.045282,1,102.93881465,6690.3122366
"294",60.15,19.71,2930.718311,1,95.819630068,6691.009599
"295",60.16,19.88,6179.98788,1,105.28988649,6690.9772496
"296",60.13,19.89,639.2196497,1,105.41755318,6686.6018001
"297",60.12,19.89,212.1071321,1,NA,NA
"298",60.11,19.87,1093.405193,0,104.40976884,6685.2949474
"299",60.24,20.09,1523.14481,1,117.8212519,6698.1867982
"300",60.11,19.88,8876.74481,1,104.52821706,6685.1340622
"303",60.11,19.82,650.9006466,1,101.14951329,6685.5038523
"304",60.11,19.79,5210.883127,1,99.693969701,6685.4767453
"305",60.1,19.76,12378.86779,1,97.97522719,6684.8078353
"306",NA,NA,NA,0,NA,NA
"307",NA,NA,NA,0,NA,NA
"308",60.1,19.76,235.1818236,1,98.109897427,6684.4038829
"309",60.1,19.76,1578.022825,1,98.141499045,6684.4846246
"310",60.11,19.77,8457.380648,1,98.654533579,6686.0365206
"311",60.11,19.77,1247.406755,1,98.634625191,6686.1694263
"312",60.15,19.79,341.2391964,1,100.29234985,6689.892363
"313",60.14,19.72,3146.939495,0,96.054713566,6689.5477397
"314",60.16,19.78,914.0101231,0,99.659888107,6690.7258832
"315",NA,NA,NA,0,NA,NA
"316",60.17,19.75,802.6634347,1,98.066976604,6692.4332573
"317",60.01,19.98,5263.625733,1,109.17366368,6673.4522325
"318",60.01,19.99,2455.892863,1,109.53291534,6673.342684
"319",60.01,19.99,5454.173106,1,109.80596131,6673.4286061
"320",60.01,20.01,494.3869815,1,110.60751544,6673.6960267
"321",60.03,20,2403.473251,1,110.46593087,6674.9010891
"322",60.03,20,1630.791622,1,110.60326068,6674.9301334
"323",60.02,20,485.9266799,0,110.16773942,6674.712529
"324",60.02,19.99,168.6777667,1,109.9250859,6674.6440825
"325",NA,NA,2225.97021,1,NA,NA
"326",60.02,20,37.50060105,1,110.30341587,6674.5116308
"327",60.02,19.99,5195.04828,1,109.98089624,6674.8466722
"328",60.02,20,2323.502502,0,110.09887584,6674.771835
"329",60.02,19.98,795.2412778,1,109.05577281,6674.0277978
"330",60.02,19.98,1724.285609,1,108.95148797,6674.0744074
"331",60.02,19.98,1566.568469,1,109.17966911,6674.7249747
"332",60.02,19.98,17151.70019,1,109.41344704,6674.7356815
"333",60.03,19.99,284.1919491,1,109.78673457,6674.9964325
"334",60.05,19.97,89.71715796,0,109.06095972,6677.2504655
"335",NA,NA,NA,0,NA,NA
"336",60.04,19.98,367.1368419,1,109.25748345,6676.7693726
"337",60.05,19.97,1646.890949,1,109.17460267,6677.2248284
"338",60.05,19.98,3146.261954,1,109.21597696,6677.3208825
"339",60.05,19.97,3563.169483,1,109.08411867,6677.3854853
"340",60.04,19.98,131.2499105,1,109.60773317,6676.3597125
"341",60.2,19.93,1077.484728,1,108.74191959,6694.858834
"342",60.04,19.98,1358.039775,1,109.3804547,6676.9816325
"343",60.05,19.97,879.8275952,1,109.16785424,6677.4775731
"344",60.05,19.97,1594.165552,1,109.11078883,6677.5768489
"345",60.05,19.97,191.8836004,0,109.14183787,6677.6344847
"346",60.07,19.95,4610.655841,1,108.12187693,6679.6323436
"347",60.08,19.95,1208.696707,1,108.24932838,6680.8803339
"348",60.07,19.94,1258.362926,1,107.5990676,6680.7068222
"349",60.08,19.95,263.1802716,0,108.32611758,6680.9275805
"350",60.08,19.94,3075.986289,1,107.41132941,6681.5391392
"351",60.09,19.94,124.4043201,1,107.57990805,6682.39981
"352",60.09,19.93,159.9720772,0,107.34821314,6682.5066113
"353",60.1,19.95,307.7899924,1,108.17151287,6682.9893875
"354",NA,NA,NA,0,NA,NA
"355",60.1,19.93,2681.321052,1,107.08732881,6683.6971149
"356",60.11,19.93,1546.72057,1,107.29221116,6685.1688591
"357",60.09,19.92,504.322731,1,106.71968388,6682.2377814
"358",60.09,19.92,2686.37011,1,106.83285478,6682.1020893
"360",60.09,19.92,630.6532459,1,106.57905391,6682.1363426
"361",60.09,19.92,1419.331745,1,106.49185719,6682.312609
"362",60.1,19.9,1704.078693,0,105.7736344,6683.8182012
"363",60.16,20.26,2053.814163,1,126.3116754,6688.6303873
"364",60.16,20.26,320.8570846,0,126.22631807,6688.6606659
"365",60.15,20.28,9101.829324,1,126.98360272,6686.6960366
"366",60.23,20.05,518.6125333,1,115.28665428,6697.6863451
"367",60.14,20.27,154.0784337,0,126.66550004,6686.4337205
"368",60.14,20.27,1683.278875,1,126.79678235,6686.1051584
"369",60.14,20.27,1136.051897,1,126.8180023,6686.3978324
"370",60.14,20.27,1134.765288,1,126.54862118,6686.1520985
"371",60.15,20.26,1149.178037,0,126.37718731,6686.9807366
"372",60.15,20.26,5020.722169,1,126.18324632,6686.9224934
"373",60.15,20.26,918.0905858,0,126.18345618,6687.0772072
"374",60.14,20.27,299.5212642,0,126.45562026,6686.5176437
"375",60.14,20.26,778.7054832,1,126.03535487,6685.9688271
"376",60.14,20.27,479.151897,0,126.40626277,6685.8921138
"377",60.13,20.28,2075.730579,1,126.81629407,6684.9586254
"378",60.13,20.28,3415.040186,1,127.26206163,6684.6616722
"379",60.13,20.27,186.0997516,1,126.55982263,6684.9510644
"381",60.13,20.26,7156.822003,1,126.13786573,6684.930273
"383",60.12,20.26,2201.9538,1,125.92152415,6684.3420267
"384",60.12,20.26,870.5272862,1,125.93155719,6684.1898965
"385",60.12,20.26,9297.564982,1,126.08484956,6683.8437183
"386",60.12,20.26,4296.768878,1,125.8488065,6683.8884842
"387",60.31,19.78,3953.346071,1,101.69674884,6707.4909936
"389",60.12,20.26,1813.894701,1,126.04848572,6683.6251863
"390",60.12,20.27,2713.271642,1,126.11988334,6683.5508405
"391",60.12,20.26,1320.712393,1,126.07740754,6683.3898678
"392",60.11,20.26,418.1606797,1,126.03933175,6683.2321056
"393",60.11,20.26,1623.907614,1,125.89891831,6683.2345114
"394",NA,NA,NA,0,NA,NA
"395",60.16,20.24,806.9091846,1,125.23839782,6688.2595281
"396",60.16,20.24,1616.124099,1,125.12459037,6688.2435306
"397",60.15,20.23,186.8129515,0,124.40376963,6687.1775486
"399",60.14,20.24,389.2931245,0,124.99883741,6685.9869014
"400",60.14,20.24,74.23760585,1,124.97418681,6685.7575902
"401",60.13,20.25,792.0787724,1,125.48111487,6685.4271362
"402",60.13,20.24,444.7517366,1,124.82983255,6685.3431985
"403",60.13,20.24,2255.589467,1,124.99579568,6685.2570568
"404",60.13,20.24,612.5797873,0,125.06360994,6685.0209501
"405",60.13,20.24,508.5303567,0,125.08135767,6684.9298117
"406",60.13,20.24,414.0323839,1,125.09701378,6684.8672472
"407",60.13,20.25,48.02490769,0,125.29492701,6684.8002869
"409",60.13,20.24,49.05926574,1,124.8240752,6684.7008118
"410",60.13,20.24,321.4080669,0,124.756441,6684.6256976
"411",60.13,20.24,1095.007422,0,124.92351187,6684.6183302
"412",60.12,20.24,868.8861413,0,124.87943352,6684.5381538
"413",60.12,20.24,7661.24969,1,124.85562282,6684.3788136
"415",60.12,20.24,3869.426928,0,124.9581359,6684.1292823
"416",60.12,20.24,190.7907467,0,124.88799436,6683.9753169
"417",60.12,20.24,272.4058935,0,124.81222232,6684.1218674
"418",60.12,20.25,5589.114721,1,125.18638158,6684.0648408
"419",60.12,20.23,386.0036512,0,NA,NA
"421",60.12,20.24,331.405992,0,124.98676087,6683.7616533
"422",NA,NA,NA,0,NA,NA
"423",60.19,19.96,5319.603277,0,109.84940547,6693.1415162
"424",60.13,20.25,358.6487403,1,125.59613362,6684.6758613
"426",60.16,20.01,11892.05938,1,112.6635272,6689.8786548
"427",60.2,19.94,2114.431913,1,109.06035083,6694.2153118
"428",60.23,19.59,615.3115302,1,89.813550756,6699.5636512
"429",60.37,19.75,10491.5368,1,100.80128378,6714.2886095
"430",60.37,19.75,1639.673668,0,100.63305595,6714.2150434
"432",60.12,20.25,407.2974055,0,125.49689839,6684.1101762
"433",60.12,20.25,1495.487052,1,125.22887654,6684.3101303
"434",60.12,20.26,329.7343903,1,125.68823453,6683.4885767
"435",NA,NA,NA,0,NA,NA
"436",60.11,20.26,756.762913,1,125.9941904,6683.1383611
"437",60.11,20.26,932.6735614,1,126.01076563,6683.0452028
"438",60.11,20.26,370.1195821,0,125.96112504,6683.0062284
"439",60.11,20.25,590.3676195,1,125.28067422,6682.6906721
"440",60.11,20.25,377.2132464,0,125.2533931,6682.6447068
"441",60.11,20.25,457.0214177,1,125.40221432,6682.7657738
"442",60.1,20.26,1217.447038,1,125.56543169,6682.2197902
"443",NA,NA,NA,0,NA,NA
"444",60.1,20.26,453.9848122,0,125.58953958,6681.5938792
"445",60.1,20.26,524.6930581,1,NA,NA
"446",60.1,20.26,71.63541783,1,125.51859469,6681.4302713
"447",60.1,20.27,370.6429481,0,126.05910897,6681.808847
"448",60.09,20.26,785.8624221,1,125.25161769,6680.1280149
"449",60.08,20.26,157.4998366,0,125.28110223,6679.9581515
"451",60.08,20.27,302.761186,0,125.71844023,6679.1764751
"452",60.08,20.27,70.64643332,0,125.62623985,6678.8679404
"453",60.22,19.85,1553.24635,1,104.54230654,6697.1463034
"454",60.22,19.86,1026.746731,1,104.76422756,6697.0867812
"455",NA,NA,NA,0,NA,NA
"456",60.18,19.81,11387.55675,1,101.55192875,6693.6676995
"457",60.18,19.8,1453.536385,1,101.34665368,6693.7479953
"458",60.18,19.79,1071.732648,1,100.72809813,6693.2273769
"459",60.2,20.08,11931.49551,0,117.05806894,6694.3063904
"460",60.15,19.94,2561.892589,1,108.2890566,6689.5760198
"461",60.14,19.94,7671.616144,1,108.62889176,6688.494571
"462",60.18,19.96,9311.486319,0,109.72444877,6692.4588712
"463",60.18,19.98,13241.69899,1,111.12806532,6691.909027
"464",60.12,20.02,1911.992339,1,112.36511958,6685.0870551
"465",60.17,20.02,2418.4009,0,113.1450532,6690.7137613
"466",60.16,20.02,49463.50044,1,113.13807323,6690.0916238
"467",60.17,20.01,9897.356411,1,112.50649598,6690.4735165
"468",60.17,20.01,984.0631752,1,112.58118839,6690.4059581
"469",60.16,20.01,9623.813678,1,112.64300096,6690.0858839
"470",60.16,20.01,2567.734597,1,112.40027426,6690.3107615
"471",60.16,20,4604.096602,1,111.78278624,6689.3928005
"472",60.1,19.93,5937.696812,1,107.21411312,6683.5211052
"473",60.11,19.93,5076.185668,1,107.22482626,6684.4091166
"474",60.11,19.94,4677.408089,1,107.87888341,6684.1612029
"475",60.11,19.93,2230.426491,0,107.23056207,6685.1401996
"476",60.11,19.89,1921.56163,1,105.39577404,6684.4634023
"477",60.1,20.01,1690.299201,0,111.56220289,6683.5791098
"478",60.21,19.93,650.4587291,1,108.42346369,6695.610169
"479",60.2,19.95,33442.83451,1,109.31772566,6694.0992561
"480",60.12,20,1555.144741,1,111.68160069,6684.975518
"481",60.12,20.01,5327.442955,0,111.71846509,6684.898478
"482",60.12,20.01,13295.93435,1,111.83821888,6685.10195
"483",60.12,20.02,5808.408156,0,112.34690876,6684.7329071
"485",60.12,20.24,14064.91891,1,125.04230218,6684.2043933
"487",60.38,19.88,206.2636842,0,107.70033932,6715.254893
"488",60.12,20.24,5801.959898,1,124.99350248,6683.9610956
"489",NA,NA,NA,0,NA,NA
"490",60.1,20.26,3807.00367,0,125.61593124,6681.5102467
"491",60.08,20.26,4982.202327,1,125.52671694,6679.1012064
"492",60.08,20.26,1489.483589,1,125.48184151,6679.3073592
"493",60.08,20.26,2800.096569,1,125.57044809,6679.43902
"494",60.08,20.26,766.0651478,1,125.48702065,6679.8132092
"497",NA,NA,NA,0,NA,NA
"499",60.04,20.18,3504.994151,0,120.54392713,6675.3241726
"500",60.07,20.1,3955.49746,1,116.71066571,6679.7722657
"501",60.01,20.13,2064.171577,1,117.52819479,6672.9092769
"502",60.02,20.13,5145.646214,1,117.41878114,6673.3649625
"503",60.1,20.55,9217.304243,1,141.72494432,6679.7714224
"504",60.04,20.48,4007.964336,0,137.40814285,6674.0729445
"505",NA,NA,1366.654221,1,128.1566283,6669.5782546
"506",NA,NA,1932.855827,1,133.91177991,6671.0660163
"507",60.09,19.77,9266.441234,1,98.131491709,6683.7379145
"508",60.13,19.89,591.9588274,1,105.35111238,6686.6156766
